,Date,Ball 1,Ball 2,Ball 3,Ball 4,Ball 5,Mega ball,Megaplier
2391,Tuesday April 21st 2020,13,15,24,67,70,17,x2
2392,Friday April 24th 2020,1,27,32,60,67,18,x2
2393,Tuesday April 28th 2020,13,19,53,54,63,17,x3
2394,Friday May 1st 2020,28,30,31,35,66,14,x2
2395,Tuesday May 5th 2020,7,13,17,21,45,14,x2
2396,Friday May 8th 2020,5,20,22,61,70,4,x2
2397,Tuesday May 12th 2020,7,16,27,44,52,5,x5
2398,Friday May 15th 2020,11,17,32,33,46,25,x3
2399,Tuesday May 19th 2020,8,19,25,36,66,9,x2
2400,Friday May 22nd 2020,8,10,20,44,46,18,x4
2401,Tuesday May 26th 2020,34,52,58,59,62,4,x3
2402,Friday May 29th 2020,10,13,32,41,51,3,x2
2403,Tuesday June 2nd 2020,9,20,23,26,29,8,x3
2404,Friday June 5th 2020,32,35,37,47,55,22,x3
2405,Tuesday June 9th 2020,1,5,9,10,23,22,x2
2406,Friday June 12th 2020,9,14,57,67,70,2,x3
2407,Tuesday June 16th 2020,21,23,33,35,42,6,x3
2408,Friday June 19th 2020,11,34,36,52,66,7,x2
2409,Tuesday June 23rd 2020,6,20,37,40,48,15,x3
2410,Friday June 26th 2020,19,33,37,56,57,6,x2
2411,Tuesday June 30th 2020,9,16,29,37,53,11,x2
2412,Friday July 3rd 2020,20,40,44,45,50,24,x2
2413,Tuesday July 7th 2020,16,20,25,30,43,18,x3
2414,Friday July 10th 2020,10,15,20,49,53,22,x5
2415,Tuesday July 14th 2020,6,26,55,56,64,22,x4
2416,Friday July 17th 2020,12,13,21,46,57,21,x3
2417,Tuesday July 21st 2020,14,25,26,41,43,15,x3
2418,Friday July 24th 2020,8,33,39,54,58,17,x3
2419,Tuesday July 28th 2020,17,20,27,31,34,19,x4
2420,Friday July 31st 2020,12,35,46,48,69,23,x2
2421,Tuesday August 4th 2020,2,22,30,42,62,20,x3
2422,Friday August 7th 2020,4,44,53,64,70,3,x2
2423,Tuesday August 11th 2020,8,22,29,43,56,9,x4
2424,Friday August 14th 2020,3,24,29,42,47,13,x2
2425,Tuesday August 18th 2020,4,18,26,27,58,23,x4
2426,Friday August 21st 2020,11,15,31,42,63,14,x2
2427,Tuesday August 25th 2020,8,10,15,17,57,12,x3
2428,Friday August 28th 2020,3,9,50,53,64,1,x3
2429,Tuesday September 1st 2020,15,25,26,38,47,22,x4
2430,Friday September 4th 2020,19,22,24,28,53,25,x3
2431,Tuesday September 8th 2020,7,10,15,31,57,21,x2
2432,Friday September 11th 2020,3,15,42,48,56,13,x2
2433,Tuesday September 15th 2020,25,28,38,59,62,22,x4
2434,Friday September 18th 2020,26,29,41,52,64,11,x3
2435,Tuesday September 22nd 2020,36,43,44,55,68,12,x4
2436,Friday September 25th 2020,20,36,37,48,67,16,x2
2437,Tuesday September 29th 2020,14,39,43,44,67,19,x3
2438,Friday October 2nd 2020,9,38,47,49,68,25,x2
2439,Tuesday October 6th 2020,15,16,18,39,59,17,x3
2440,Friday October 9th 2020,5,11,25,27,64,13,x2
2441,Tuesday October 13th 2020,11,44,45,46,70,25,x2
2442,Friday October 16th 2020,27,32,50,52,57,12,x5
2443,Tuesday October 20th 2020,46,54,57,58,66,10,x3
2444,Friday October 23rd 2020,18,34,44,60,69,22,x2
2445,Tuesday October 27th 2020,6,13,34,46,62,1,x3
2446,Friday October 30th 2020,14,19,34,39,59,11,x2
2447,Tuesday November 3rd 2020,7,31,44,45,55,19,x3
2448,Friday November 6th 2020,18,24,27,34,60,2,x2
2449,Tuesday November 10th 2020,23,45,53,58,62,13,x5
2450,Friday November 13th 2020,6,7,14,28,59,7,x2
2451,Tuesday November 17th 2020,8,13,35,46,68,16,x3
2452,Friday November 20th 2020,26,33,45,61,68,17,x3
2453,Tuesday November 24th 2020,9,15,34,61,64,6,x2
2454,Friday November 27th 2020,4,10,27,35,58,10,x2
2455,Tuesday December 1st 2020,7,33,53,61,65,14,x2
2456,Friday December 4th 2020,3,19,24,44,50,8,x3
2457,Tuesday December 8th 2020,15,19,33,39,68,25,x3
2458,Friday December 11th 2020,19,31,37,55,67,25,x4
2459,Tuesday December 15th 2020,1,10,18,20,46,15,x2
2460,Friday December 18th 2020,7,15,25,51,60,5,x3
2461,Tuesday December 22nd 2020,29,53,56,59,67,21,x2
2462,Friday December 25th 2020,17,23,36,69,70,19,x2
2463,Tuesday December 29th 2020,1,31,35,48,62,19,x3
2464,Friday January 1st 2021,8,24,53,68,69,7,x5
2465,Tuesday January 5th 2021,20,43,51,55,57,4,x2
2466,Friday January 8th 2021,3,6,16,18,58,11,x2
2467,Tuesday January 12th 2021,12,14,26,28,33,9,x2
2468,Friday January 15th 2021,3,11,12,38,43,15,x4
2469,Tuesday January 19th 2021,10,19,26,28,50,16,x2
2470,Friday January 22nd 2021,4,26,42,50,60,24,x2
2471,Tuesday January 26th 2021,29,49,56,66,67,24,x3
2472,Friday January 29th 2021,4,44,58,59,70,3,x3
2473,Tuesday February 2nd 2021,13,37,38,40,67,10,x2
2474,Friday February 5th 2021,14,17,28,29,44,2,x4
2475,Tuesday February 9th 2021,7,18,21,31,40,9,x4
2476,Friday February 12th 2021,5,14,24,25,27,14,x3
2477,Tuesday February 16th 2021,1,36,44,54,66,10,x3
2478,Friday February 19th 2021,27,32,47,50,53,4,x4
2479,Tuesday February 23rd 2021,5,7,9,20,57,15,x3
2480,Friday February 26th 2021,11,15,37,62,64,5,x2
2481,Tuesday March 2nd 2021,4,8,13,34,64,18,x2
2482,Friday March 5th 2021,10,11,17,27,54,20,x2
2483,Tuesday March 9th 2021,4,33,46,58,65,13,x2
2484,Friday March 12th 2021,2,24,25,31,65,18,x4
2485,Tuesday March 16th 2021,10,41,46,52,69,8,x2
2486,Friday March 19th 2021,9,14,40,58,69,8,x3
2487,Tuesday March 23rd 2021,12,23,35,38,55,11,x2
2488,Friday March 26th 2021,4,25,37,46,67,15,x3
2489,Tuesday March 30th 2021,11,37,47,53,56,15,x3
2490,Friday April 2nd 2021,10,42,48,53,62,19,x2
2491,Tuesday April 6th 2021,1,19,20,32,42,17,x3
2492,Friday April 9th 2021,22,26,27,58,66,12,x2
2493,Tuesday April 13th 2021,10,15,19,45,68,9,x4
2494,Friday April 16th 2021,17,27,28,50,55,25,x4
2495,Tuesday April 20th 2021,6,23,43,49,52,5,x3
2496,Friday April 23rd 2021,4,28,29,30,60,25,x3
2497,Tuesday April 27th 2021,15,22,30,41,42,25,x4
2498,Friday April 30th 2021,8,19,26,48,49,5,x3
2499,Tuesday May 4th 2021,4,27,32,57,63,22,x3
2500,Friday May 7th 2021,5,10,19,21,50,10,x4
2501,Tuesday May 11th 2021,7,8,20,36,39,22,x3
2502,Friday May 14th 2021,3,18,41,44,68,3,x2
2503,Tuesday May 18th 2021,3,5,56,61,66,4,x2
2504,Friday May 21st 2021,6,9,17,18,48,8,x3
2505,Tuesday May 25th 2021,14,21,31,34,54,11,x3
2506,Friday May 28th 2021,10,14,20,47,70,15,x2
2507,Tuesday June 1st 2021,7,11,33,58,63,23,x2
2508,Friday June 4th 2021,4,30,34,41,64,8,x3
2509,Tuesday June 8th 2021,9,22,39,41,54,19,x3
2510,Friday June 11th 2021,4,43,56,63,68,13,x4
2511,Tuesday June 15th 2021,18,22,27,38,52,11,x4
2512,Friday June 18th 2021,14,36,44,46,53,18,x2
2513,Tuesday June 22nd 2021,1,26,48,51,59,25,x4
2514,Friday June 25th 2021,17,20,42,45,65,12,x4
2515,Tuesday June 29th 2021,7,38,50,52,69,21,x3
2516,Friday July 2nd 2021,8,31,32,34,45,19,x2
2517,Tuesday July 6th 2021,18,47,63,68,69,14,x3
2518,Friday July 9th 2021,6,37,39,41,46,17,x2
2519,Tuesday July 13th 2021,3,10,17,26,55,24,x2
2520,Friday July 16th 2021,24,25,47,52,57,24,x4
2521,Tuesday July 20th 2021,10,26,30,52,57,10,x2
2522,Friday July 23rd 2021,13,17,19,40,69,17,x3
2523,Tuesday July 27th 2021,2,35,36,54,64,11,x3
2524,Friday July 30th 2021,19,26,31,52,68,10,x3
2525,Tuesday August 3rd 2021,1,9,17,27,34,24,x2
2526,Friday August 6th 2021,9,18,40,46,69,9,x2
2527,Tuesday August 10th 2021,29,45,50,59,62,12,x2
2528,Friday August 13th 2021,17,21,35,40,53,11,x2
2529,Tuesday August 17th 2021,3,6,16,38,56,24,x3
2530,Friday August 20th 2021,41,43,51,57,70,1,x2
2531,Tuesday August 24th 2021,17,18,26,52,67,19,x2
2532,Friday August 27th 2021,1,10,44,47,56,23,x3
2533,Tuesday August 31st 2021,8,14,31,58,68,15,x3
2534,Friday September 3rd 2021,7,10,12,61,65,3,x2
2535,Tuesday September 7th 2021,15,17,25,32,53,12,x3
2536,Friday September 10th 2021,20,32,35,47,64,18,x2
2537,Tuesday September 14th 2021,4,13,19,63,64,16,x2
2538,Friday September 17th 2021,17,32,40,59,61,18,x3
2539,Tuesday September 21st 2021,36,41,45,51,56,13,x3
2540,Friday September 24th 2021,17,21,27,43,56,15,x3
2541,Tuesday September 28th 2021,18,30,43,68,69,22,x4
2542,Friday October 1st 2021,21,25,36,62,63,6,x2
2543,Tuesday October 5th 2021,7,11,18,30,36,4,x3
2544,Friday October 8th 2021,21,24,36,40,70,22,x5
2545,Tuesday October 12th 2021,21,26,56,61,65,4,x3
2546,Friday October 15th 2021,3,20,31,34,65,18,x3
2547,Tuesday October 19th 2021,3,12,13,19,52,1,x3
2548,Friday October 22nd 2021,9,14,26,29,66,22,x3
2549,Tuesday October 26th 2021,6,14,19,56,62,9,x4
2550,Friday October 29th 2021,15,26,28,35,45,4,x3
2551,Tuesday November 2nd 2021,5,10,26,58,65,9,x2
2552,Friday November 5th 2021,10,15,20,66,68,18,x2
2553,Tuesday November 9th 2021,9,14,16,26,49,14,x3
2554,Friday November 12th 2021,30,32,42,46,48,15,x2
2555,Tuesday November 16th 2021,6,22,44,53,65,3,x3
2556,Friday November 19th 2021,5,23,52,53,59,18,x5
2557,Tuesday November 23rd 2021,7,24,54,57,58,6,x3
2558,Friday November 26th 2021,7,27,37,42,59,2,x2
2559,Tuesday November 30th 2021,7,8,26,30,39,17,x2
2560,Friday December 3rd 2021,22,45,48,58,61,13,x5
2561,Tuesday December 7th 2021,1,7,40,43,68,1,x2
2562,Friday December 10th 2021,23,25,40,42,60,8,x2
2563,Tuesday December 14th 2021,33,35,44,55,69,20,x3
2564,Friday December 17th 2021,21,32,38,48,62,10,x3
2565,Tuesday December 21st 2021,25,31,58,64,67,24,x3
2566,Friday December 24th 2021,16,17,25,36,37,16,x2
2567,Tuesday December 28th 2021,3,5,8,31,38,4,x3
2568,Friday December 31st 2021,2,5,30,46,61,8,x3
2569,Tuesday January 4th 2022,4,6,16,21,22,1,x3
2570,Friday January 7th 2022,7,29,43,56,57,6,x3
2571,Tuesday January 11th 2022,2,3,19,52,58,16,x2
2572,Friday January 14th 2022,5,8,13,22,48,25,x2
2573,Tuesday January 18th 2022,4,19,39,42,52,9,x4
2574,Friday January 21st 2022,38,45,46,55,67,18,x2
2575,Tuesday January 25th 2022,3,12,38,53,58,13,x3
2576,Friday January 28th 2022,3,16,25,44,55,13,x3
2577,Tuesday February 1st 2022,11,24,38,62,66,1,x4
2578,Friday February 4th 2022,7,16,34,44,61,24,x4
2579,Tuesday February 8th 2022,1,17,20,52,54,2,x3
2580,Friday February 11th 2022,11,16,23,24,30,24,x3
2581,Tuesday February 15th 2022,2,4,15,21,63,19,x3
2582,Friday February 18th 2022,6,11,50,63,68,17,x4
2583,Tuesday February 22nd 2022,6,17,22,57,62,3,x3
2584,Friday February 25th 2022,15,31,40,56,66,4,x3
2585,Tuesday March 1st 2022,18,22,38,39,50,18,x2
2586,Friday March 4th 2022,11,19,28,46,47,5,x4
2587,Tuesday March 8th 2022,7,18,38,58,64,24,x3
2588,Friday March 11th 2022,24,28,39,44,66,25,x3
2589,Tuesday March 15th 2022,9,14,28,59,60,24,x5
2590,Friday March 18th 2022,2,6,25,40,45,5,x4
2591,Tuesday March 22nd 2022,8,15,21,27,61,8,x3
2592,Friday March 25th 2022,3,13,42,51,58,17,x2
2593,Tuesday March 29th 2022,7,22,36,45,47,12,x2
2594,Friday April 1st 2022,26,42,47,48,63,21,x5
2595,Tuesday April 5th 2022,22,43,60,63,64,18,x2
2596,Friday April 8th 2022,8,11,29,32,40,2,x3
2597,Tuesday April 12th 2022,2,8,14,20,31,17,x2
2598,Friday April 15th 2022,4,17,20,46,64,23,x4
2599,Tuesday April 19th 2022,2,9,33,47,53,24,x3
2600,Friday April 22nd 2022,7,28,29,58,59,10,x3
2601,Tuesday April 26th 2022,5,7,19,46,69,2,x4
2602,Friday April 29th 2022,9,11,34,49,66,15,x2
2603,Tuesday May 3rd 2022,15,19,27,35,57,17,x2
2604,Friday May 6th 2022,16,21,33,52,70,10,x2
2605,Tuesday May 10th 2022,15,19,20,61,70,9,x3
2606,Friday May 13th 2022,11,41,43,44,65,13,x3
2607,Tuesday May 17th 2022,7,21,24,41,65,24,x4
2608,Friday May 20th 2022,33,40,59,60,69,22,x3
2609,Tuesday May 24th 2022,3,5,6,63,68,25,x3
2610,Friday May 27th 2022,3,14,40,53,54,8,x3
2611,Tuesday May 31st 2022,6,15,41,63,64,24,x4
2612,Friday June 3rd 2022,11,16,22,48,59,11,x4
2613,Tuesday June 7th 2022,4,34,40,41,53,3,x4
2614,Friday June 10th 2022,3,12,14,18,32,4,x5
2615,Tuesday June 14th 2022,30,37,38,42,58,22,x2
2616,Friday June 17th 2022,20,36,53,56,69,16,x2
2617,Tuesday June 21st 2022,8,13,18,32,42,20,x3
2618,Friday June 24th 2022,1,7,11,25,56,14,x2
2619,Tuesday June 28th 2022,7,12,21,43,55,11,x2
2620,Friday July 1st 2022,1,27,29,38,62,12,x3
2621,Tuesday July 5th 2022,27,31,50,51,61,21,x4
2622,Friday July 8th 2022,20,36,61,62,69,20,x3
2623,Tuesday July 12th 2022,4,7,10,45,64,12,x2
2624,Friday July 15th 2022,8,20,26,53,64,15,x5
2625,Tuesday July 19th 2022,2,31,32,37,70,25,x3
2626,Friday July 22nd 2022,14,40,60,64,66,16,x3
2627,Tuesday July 26th 2022,7,29,60,63,66,15,x3
